Año;Mes;Lote;Residuo;Distrito;NOMBRE;Total
2023;marzo;3;CARTON COMERCIAL;2;Arganzuela; 32,18 
2023;marzo;3;CARTON COMERCIAL;11;Carabanchel; 30,74 
2023;marzo;3;CARTON COMERCIAL;12;Usera; 16,64 
2023;marzo;3;CARTON COMERCIAL;13;Puente de Vallecas; 27,04 
2023;marzo;3;CARTON COMERCIAL;17;Villaverde; 27,86 
2023;marzo;3;CARTON COMERCIAL;18;Villa de Vallecas; 23,60 
2023;marzo;3;CLINICOS;12;Usera; 165,94 
2023;marzo;3;CLINICOS;13;Puente de Vallecas; 38,08 
2023;marzo;3;CONTENEDORES DE ROPA;2;Arganzuela; 14,44 
2023;marzo;3;CONTENEDORES DE ROPA;11;Carabanchel; 5,91 
2023;marzo;3;CONTENEDORES DE ROPA;12;Usera; 3,57 
2023;marzo;3;CONTENEDORES DE ROPA;13;Puente de Vallecas; 12,83 
2023;marzo;3;CONTENEDORES DE ROPA;17;Villaverde; 7,23 
2023;marzo;3;ENVASES;2;Arganzuela; 470,34 
2023;marzo;3;ENVASES;11;Carabanchel; 959,70 
2023;marzo;3;ENVASES;12;Usera; 508,08 
2023;marzo;3;ENVASES;13;Puente de Vallecas; 863,82 
2023;marzo;3;ENVASES;17;Villaverde; 463,66 
2023;marzo;3;ENVASES;18;Villa de Vallecas; 370,42 
2023;marzo;3;ORGANICA;2;Arganzuela; 796,76 
2023;marzo;3;ORGANICA;11;Carabanchel; 1.260,04 
2023;marzo;3;ORGANICA;12;Usera; 670,14 
2023;marzo;3;ORGANICA;13;Puente de Vallecas; 1.079,24 
2023;marzo;3;ORGANICA;17;Villaverde; 841,76 
2023;marzo;3;ORGANICA;18;Villa de Vallecas; 1.453,62 
2023;marzo;3;PUNTOS LIMPIOS;2;Arganzuela; 60,72 
2023;marzo;3;PUNTOS LIMPIOS;11;Carabanchel; 37,80 
2023;marzo;3;PUNTOS LIMPIOS;12;Usera; 42,28 
2023;marzo;3;PUNTOS LIMPIOS;13;Puente de Vallecas; 42,38 
2023;marzo;3;PUNTOS LIMPIOS;17;Villaverde; 46,18 
2023;marzo;3;PUNTOS LIMPIOS;18;Villa de Vallecas; 88,66 
2023;marzo;3;RCD;2;Arganzuela; 51,25 
2023;marzo;3;RCD;11;Carabanchel; 60,08 
2023;marzo;3;RCD;12;Usera; 68,16 
2023;marzo;3;RCD;13;Puente de Vallecas; 35,91 
2023;marzo;3;RCD;17;Villaverde; 54,94 
2023;marzo;3;RCD;18;Villa de Vallecas; 73,65 
2023;marzo;3;RESTO;2;Arganzuela; 1.574,32 
2023;marzo;3;RESTO;11;Carabanchel; 3.987,86 
2023;marzo;3;RESTO;12;Usera; 1.727,66 
2023;marzo;3;RESTO;13;Puente de Vallecas; 3.640,36 
2023;marzo;3;RESTO;17;Villaverde; 2.484,00 
2023;marzo;3;RESTO;18;Villa de Vallecas; 2.411,50 
2023;marzo;3;RESTO;99;Sin Distrito; 12,24 
2023;marzo;3;VIDRIO;2;Arganzuela; 172,00 
2023;marzo;3;VIDRIO;11;Carabanchel; 184,46 
2023;marzo;3;VIDRIO;12;Usera; 153,80 
2023;marzo;3;VIDRIO;13;Puente de Vallecas; 181,78 
2023;marzo;3;VIDRIO;17;Villaverde; 176,46 
2023;marzo;3;VIDRIO;18;Villa de Vallecas; 210,72 
2023;marzo;3;ANIMALES MUERTOS;99;Sin Distrito; 10,28 
2023;marzo;3;ROPA;2;Arganzuela; 0,96 
